113.677	0.103535	-inf
113.713	0.00672733	-inf
113.713	-0.00672733	-inf
113.713	0.00663028	-inf
113.713	0.00673233	-inf
113.713	0.00663075	-inf
113.713	0.00663028	-inf
113.713	0.00673118	-inf
113.713	-0.00672733	-inf
113.721	-0.00526603	-inf
113.713	0.00156863	-inf
113.656	0.0012939	-inf
113.999	0.00583276	-inf
113.713	-0.00670834	-inf
113.664	-0.00170768	-inf
113.713	0.000794058	-inf
113.715	0.00619633	-inf
113.713	-0.0067292	-inf
113.713	-0.00662054	-inf
113.713	-0.00670851	-inf
113.713	0.00663582	-inf
113.712	-0.00455381	-inf
113.713	-0.000994652	-inf
113.713	0.00662872	-inf
113.713	0.000794629	-inf
113.714	-0.0061706	-inf
113.713	-0.00351104	-inf
113.713	0.00192915	-inf
113.713	0.006728	-inf
113.713	-0.00663321	-inf
113.713	-0.00598196	-inf
113.713	0.000994329	-inf
113.713	0.00670462	-inf
113.713	-0.000997549	-inf
113.713	-0.00672776	-inf
113.713	-0.0067251	-inf
113.713	0.00672827	-inf
113.713	0.00580326	-inf
113.715	0.00569543	-inf
113.713	-0.000792591	-inf
113.746	-0.00141706	-inf
113.733	-0.0923595	-inf
113.713	-0.00673014	-inf
113.724	-0.166667	-inf
113.711	0.0152442	-inf
113.714	-0.00539283	-inf
113.724	0.166667	-inf
113.735	0.0188778	-inf
113.71	0.0114329	-inf
113.713	0.00672797	-inf
113.778	-0.00378392	-inf
113.716	-0.0832525	-inf
113.713	-0.000992438	-inf
113.708	0.0010405	-inf
113.713	0.00663029	-inf
113.679	0.00133539	-inf
112.965	1.71186e-06	-inf
113.713	0.00672908	-inf
113.737	0.00436411	-inf
113.715	0.0502235	-inf
113.714	-0.000682261	-inf
113.713	0.00665012	-inf
113.713	-0.000996056	-inf
113.713	-0.000450215	-inf
113.713	0.00626938	-inf
113.713	-0.00630712	-inf
113.713	0.000758458	-inf
113.713	0.000244571	-inf
113.713	-0.000960869	-inf
113.715	-6.89956e-05	-inf
113.713	-0.00662965	-inf
113.706	0.021893	-inf
113.713	6.14241e-05	-inf
113.724	-0.166667	-inf
113.715	0.0555556	-inf
113.724	0.166666	-inf
113.707	0.0530908	-inf
113.852	0.00310284	-inf
113.71	0.0114726	-inf
113.712	-0.00378281	-inf
113.717	-0.0170883	-inf
113.716	0.00254755	-inf
113.716	0.00578469	-inf
113.714	-0.00193437	-inf
113.708	0.00297447	-inf
114.1	0.166667	-inf
113.725	0.00520366	-inf
113.715	0.0102911	-inf
113.712	0.00185101	-inf
113.692	-0.00259157	-inf
113.708	-0.0153275	-inf
113.715	0.0112335	-inf
113.712	-0.0173667	-inf
113.717	0.00296047	-inf
113.719	-0.0139322	-inf
113.717	0.103528	-inf
113.721	0.00412697	-inf
